filter_name，score，avg_like,img1,img2,img3,img4
Normal,115,25,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11377489_116378692028874_814552676_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11380817_873041139436925_1030680945_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379267_1627468507498240_319679630_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355106_118240925175259_1820342330_n.jpg
Rise,10,7,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11376656_587823234688475_1195515877_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11380894_1437416586563876_1195764694_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11376353_1115285658498435_1129450713_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11420870_452009018311222_337278892_n.jpg
Ludwig,10,21,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11282257_797018483739358_2006921876_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11280137_454126998088245_605015972_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11410550_1629907907253738_419006962_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11358142_1087379781275653_2118172047_n.jpg
Lark,10,19,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11288030_1680347418855580_2099417148_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11357818_849745358442421_459629772_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11410510_381898112016209_1953927811_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357807_472704542906766_1828692897_n.jpg
Amaro,7,8,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11374780_641192809344394_966129_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11313662_991403957567248_1224834359_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11380007_921341891262915_1138412738_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11351874_1417931525198070_115143593_n.jpg
Valencia,7,29,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376546_363988450467225_2039402370_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11255030_1455250681452026_1053854605_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379745_1593249364278325_2095177072_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11312375_1854767451416064_1139223063_n.jpg
X-Pro II,6,23,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11355203_1107625449252193_693039398_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11334630_1600404630215117_2124954500_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11334554_798762406911946_1200556421_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11311956_1659273730963009_1819942541_n.jpg
Lo-fi,5,3,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11330612_1578455732403591_1841056027_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11374524_374086482795885_1895420966_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11380086_479209278912241_2112004650_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11350683_1572116613013340_1721962171_n.jpg
Slumber,4,18,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11324201_694315120673706_1283074319_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11266582_1614673958814470_879181553_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11328393_1055289681171602_1660569936_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11313677_924524807613804_1455836767_n.jpg
Mayfair,4,11,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11385194_1602683923353567_1957042331_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11417339_108455172823433_1865984131_n.jpg,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376588_718386528270576_1835612636_n.jpg,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11379251_1017563148262330_724430348_n.jpg
